stn,date,SO2,CO,O3,NO2,PM10,PM25
111121,2018081117,0.002,0.2,0.059,0.03,12,7
111121,2018081118,0.002,0.2,0.056,0.032,13,10
111121,2018081119,0.003,0.2,0.051,0.037,16,12
111121,2018081120,0.003,0.3,0.033,0.046,17,12
111121,2018081121,0.003,0.3,0.049,0.028,16,10
111121,2018081122,0.003,0.3,,0.023,25,16
111121,2018081123,0.002,0.2,0.017,0.025,12,8
111121,2018081124,0.002,0.2,0.018,0.019,7,5
111121,2018081201,0.002,0.2,0.021,0.013,7,3
111121,2018081202,0.002,0.2,0.021,0.01,8,5
111121,2018081203,0.002,0.2,0.021,0.01,8,8
111121,2018081204,0.003,0.2,0.021,0.009,9,5
111121,2018081205,0.003,0.2,0.019,0.01,10,5
111121,2018081206,0.002,0.2,0.013,0.015,9,5
111121,2018081207,0.003,0.2,0.01,0.019,11,7
111121,2018081208,0.003,0.2,0.015,0.017,9,6
111121,2018081209,0.003,0.2,0.017,0.018,9,6
111121,2018081210,0.002,0.2,0.026,0.013,11,6
111121,2018081211,0.003,0.2,0.036,0.013,12,6
111121,2018081212,0.003,0.2,0.046,0.016,13,8
111121,2018081213,0.003,0.2,0.056,0.016,15,9
111121,2018081214,0.003,0.2,0.067,0.015,16,12
111121,2018081215,0.003,0.2,0.074,0.016,20,15
111121,2018081216,0.002,0.2,0.066,0.024,19,15
111121,2018081217,0.002,0.2,0.06,0.026,20,16
111121,2018081218,0.003,0.2,0.054,0.026,19,15
111121,2018081219,0.003,0.2,0.07,0.02,22,16
111121,2018081220,0.002,0.3,0.052,0.031,38,25
111121,2018081221,0.002,0.3,0.036,0.04,34,29
111121,2018081222,0.002,0.3,0.016,0.053,29,22
111121,2018081223,0.002,0.4,0.005,0.055,33,21
111121,2018081224,0.002,0.3,0.007,0.048,29,21
111121,2018081301,0.002,0.3,0.006,0.044,34,28
111121,2018081302,0.002,0.3,0.012,0.03,33,26
111121,2018081303,0.002,0.3,0.015,0.023,37,32
111121,2018081304,0.002,0.3,0.013,0.021,39,30
111121,2018081305,0.002,0.2,0.015,0.017,34,31
111121,2018081306,0.002,0.2,0.008,0.021,41,32
111121,2018081307,0.002,0.3,0.005,0.026,41,34
111121,2018081308,0.003,0.3,0.006,0.029,42,33
111121,2018081309,0.003,0.3,0.008,0.032,41,33
111121,2018081310,0.003,0.4,0.014,0.035,34,24
111121,2018081311,0.003,0.3,0.024,0.029,29,16
111121,2018081312,0.004,0.3,0.029,0.03,29,19
111121,2018081313,0.004,0.2,0.049,0.022,38,26
111121,2018081314,0.005,0.2,0.072,0.018,41,29
111121,2018081315,0.004,0.2,0.084,0.016,47,31
111121,2018081316,0.005,0.2,0.08,0.016,43,30
111121,2018081317,,,,,,
111121,2018081318,,,,,,
111121,2018081319,,,,,,
111121,2018081320,0.004,0.3,0.031,0.015,30,24
111121,2018081321,0.003,0.2,0.026,0.009,22,19
111121,2018081322,0.004,0.2,0.019,0.009,18,13
111121,2018081323,0.003,0.2,0.008,0.015,12,8
111121,2018081324,0.003,0.3,0.003,0.023,15,10
111121,2018081401,0.003,0.3,0.006,0.022,18,12
111121,2018081402,0.003,0.3,0.008,0.018,21,13
111121,2018081403,0.003,0.3,0.006,0.017,18,12
111121,2018081404,0.003,0.3,0.003,0.018,18,11
111121,2018081405,0.003,0.3,0.003,0.017,27,13
111121,2018081406,0.003,0.4,0.002,0.019,21,10
111121,2018081407,0.003,0.4,0.002,0.021,20,12
111121,2018081408,0.003,0.5,0.003,0.025,20,12
111121,2018081409,0.003,0.5,0.011,0.021,23,15
111121,2018081410,0.004,0.3,0.019,0.018,17,10
111121,2018081411,0.004,0.3,0.017,0.028,24,13
111121,2018081412,0.004,0.4,0.024,0.03,25,14
111121,2018081413,0.005,0.4,0.038,0.036,26,15
111121,2018081414,0.005,0.4,0.076,0.023,30,21
111121,2018081415,0.006,0.3,0.099,0.024,39,29
111121,2018081416,0.007,0.4,0.097,0.023,36,27
111121,2018081417,0.005,0.3,0.094,0.017,38,27
111121,2018081418,0.004,0.3,0.063,0.014,31,21
111121,2018081419,0.004,0.2,0.053,0.011,20,16
111121,2018081420,0.004,0.2,0.048,0.015,22,15
111121,2018081421,0.003,0.3,0.041,0.025,22,16
111121,2018081422,0.003,0.4,0.036,0.03,26,19
111121,2018081423,0.003,0.4,0.024,0.039,28,20
111121,2018081424,0.003,0.5,0.013,0.048,29,22
111121,2018081501,0.003,0.4,0.025,0.034,29,22
111121,2018081502,0.003,0.4,0.025,0.03,30,22
111121,2018081503,0.003,0.4,0.023,0.028,31,23
111121,2018081504,0.003,0.4,0.02,0.027,30,22
111121,2018081505,0.003,0.4,0.019,0.025,32,24
111121,2018081506,0.003,0.4,0.018,0.023,31,23
111121,2018081507,0.003,0.4,0.008,0.033,31,22
111121,2018081508,0.003,0.4,0.014,0.029,30,21
111121,2018081509,0.003,0.4,0.023,0.03,26,18
111121,2018081510,0.004,0.4,0.038,0.032,23,16
111121,2018081511,0.004,0.4,0.056,0.032,27,20
111121,2018081512,0.003,0.4,0.086,0.024,30,22
111121,2018081513,0.003,0.4,0.097,0.024,32,24
111121,2018081514,0.003,0.3,0.084,0.031,29,23
111121,2018081515,0.003,0.3,0.082,0.03,29,19
111121,2018081516,0.003,0.3,0.069,0.03,34,20
111121,2018081517,0.003,0.3,0.068,0.022,32,17
111121,2018081518,0.003,0.3,0.046,0.018,34,18
111121,2018081519,0.003,0.4,0.015,0.031,32,18
111121,2018081520,0.003,0.4,0.012,0.029,14,10
111121,2018081521,0.002,0.3,0.015,0.022,12,9
111121,2018081522,0.002,0.4,0.009,0.027,17,11
111121,2018081523,0.003,0.3,0.008,0.027,17,13
111121,2018081524,0.002,0.3,0.008,0.025,18,13
111121,2018081601,0.002,0.3,0.011,0.02,19,11
111121,2018081602,0.003,0.3,0.013,0.015,17,13
111121,2018081603,0.003,0.3,0.015,0.013,18,14
111121,2018081604,0.002,0.3,0.015,0.014,16,11
111121,2018081605,0.003,0.3,0.016,0.011,16,14
111121,2018081606,0.003,0.3,0.009,0.019,14,11
111121,2018081607,0.003,0.3,0.004,0.024,16,10
111121,2018081608,0.003,0.5,0.005,0.025,18,11
111121,2018081609,0.003,0.4,0.008,0.023,17,12
111121,2018081610,0.003,0.4,0.015,0.02,13,7
111121,2018081611,0.003,0.4,0.023,0.02,11,8
111121,2018081612,0.003,0.4,0.031,0.022,23,6
111121,2018081613,0.003,0.4,0.034,0.021,18,4
111121,2018081614,0.003,0.4,0.036,0.019,19,5
111121,2018081615,0.003,0.4,0.037,0.023,16,7
111121,2018081616,0.003,0.4,0.038,0.024,15,4
111121,2018081617,0.003,0.4,0.036,0.026,18,3
111121,2018081618,0.003,0.4,0.031,0.028,20,7
111121,2018081619,0.003,0.3,0.027,0.027,17,7
111121,2018081620,0.003,0.4,0.021,0.027,24,10
111121,2018081621,0.003,0.4,0.02,0.027,24,10
111121,2018081622,0.002,0.3,0.021,0.025,33,7
111121,2018081623,0.002,0.3,0.016,0.028,40,6
111121,2018081624,0.002,0.3,0.02,0.023,17,6
111121,2018081701,0.002,0.3,0.028,0.014,21,6
111121,2018081702,0.002,0.3,0.029,0.012,13,4
111121,2018081703,0.002,0.3,0.03,0.01,11,5
111121,2018081704,0.002,0.3,0.03,0.008,12,4
111121,2018081705,0.002,0.3,0.026,0.012,13,4
111121,2018081706,0.002,0.3,0.021,0.015,10,4
111121,2018081707,0.002,0.3,0.017,0.02,8,5
111121,2018081708,0.002,0.3,0.016,0.022,10,3
111121,2018081709,0.002,0.4,0.015,0.026,14,3
111121,2018081710,0.003,0.4,0.02,0.023,11,3
111121,2018081711,0.002,0.4,0.026,0.02,14,7
111121,2018081712,0.002,0.4,0.028,0.023,12,4
111121,2018081713,0.003,0.4,0.034,0.021,14,5
111121,2018081714,0.002,0.3,0.039,0.021,14,6
111121,2018081715,0.003,0.3,0.04,0.023,10,6
111121,2018081716,0.002,0.3,0.045,0.023,9,4
111121,2018081717,0.003,0.3,0.039,0.027,10,6
111121,2018081718,0.003,0.4,0.032,0.032,11,6
111121,2018081719,0.003,0.4,0.028,0.036,9,6
111121,2018081720,0.003,0.4,0.017,0.039,19,10
111121,2018081721,0.003,0.4,0.014,0.032,24,14
111121,2018081722,0.002,0.3,0.014,0.028,16,11
111121,2018081723,0.003,0.3,0.016,0.024,12,7
111121,2018081724,0.002,0.3,0.013,0.027,11,5
111121,2018081801,0.002,0.4,0.016,0.022,10,3
111121,2018081802,0.003,0.3,0.024,0.014,9,4
111121,2018081803,0.003,0.3,0.025,0.012,10,3
111121,2018081804,0.003,0.3,0.026,0.012,11,4
111121,2018081805,0.003,0.3,0.022,0.015,11,3
111121,2018081806,0.003,0.3,0.013,0.023,12,4
111121,2018081807,0.003,0.4,0.008,0.027,12,4
111121,2018081808,0.003,0.4,0.012,0.027,11,4
111121,2018081809,0.003,0.3,0.016,0.023,9,2
111121,2018081810,0.003,0.4,0.022,0.021,10,3
111121,2018081811,0.003,0.4,0.023,0.024,13,7
111121,2018081812,0.003,0.4,0.035,0.021,15,6
111121,2018081813,0.003,0.4,0.045,0.024,15,8
111121,2018081814,0.002,0.3,0.052,0.024,14,7
111121,2018081815,0.003,0.3,0.065,0.022,14,7
111121,2018081816,0.003,0.3,0.079,0.021,17,7
111121,2018081817,0.002,0.3,0.076,0.014,21,10
111121,2018081818,0.003,0.3,0.067,0.013,17,9
111121,2018081819,0.003,0.3,0.066,0.015,18,7
111121,2018081820,0.003,0.3,0.055,0.015,18,10
111121,2018081821,0.003,0.3,0.041,0.023,16,10
111121,2018081822,0.003,0.3,0.032,0.023,16,9
111121,2018081823,0.003,0.3,0.031,0.023,15,8
111121,2018081824,0.003,0.4,0.02,0.033,15,9
111121,2018081901,0.003,0.3,0.033,0.017,14,10
111121,2018081902,0.003,0.3,0.037,0.015,15,8
111121,2018081903,0.003,0.3,0.028,0.016,16,9
111121,2018081904,0.003,0.4,0.021,0.019,15,9
111121,2018081905,0.003,0.4,0.019,0.02,17,10
111121,2018081906,0.003,0.4,0.011,0.024,18,11
111121,2018081907,0.003,0.4,0.01,0.025,18,10
111121,2018081908,0.003,0.4,0.018,0.024,17,9
111121,2018081909,0.003,0.4,0.022,0.029,20,8
111121,2018081910,0.003,0.5,0.028,0.034,19,10
111121,2018081911,0.003,0.5,0.047,0.03,24,13
111121,2018081912,0.003,0.4,0.064,0.025,24,14
111121,2018081913,0.003,0.4,0.081,0.026,23,12
111121,2018081914,0.003,0.4,0.1,0.02,27,17
111121,2018081915,0.003,0.4,0.103,0.022,24,17
111121,2018081916,0.003,0.4,0.097,0.024,23,15
111121,2018081917,0.003,0.4,0.091,0.025,23,15
111121,2018081918,0.003,0.4,0.09,0.03,23,16
111121,2018081919,0.003,0.4,0.076,0.02,32,18
111121,2018081920,0.003,0.3,0.054,0.014,33,16
111121,2018081921,0.003,0.4,0.039,0.017,32,12
111121,2018081922,0.003,0.3,0.036,0.017,24,12
111121,2018081923,0.003,0.3,0.033,0.02,21,9
111121,2018081924,0.002,0.4,0.024,0.025,18,11
111121,2018082001,0.003,0.4,0.011,0.033,16,12
111121,2018082002,0.003,0.4,0.007,0.036,17,11
111121,2018082003,0.003,0.5,0.012,0.038,23,13
111121,2018082004,0.003,0.5,0.022,0.036,29,20
111121,2018082005,0.003,0.6,0.036,0.028,36,27
111121,2018082006,0.004,0.5,0.034,0.029,39,28
111121,2018082007,0.003,0.4,0.033,0.034,34,26
111121,2018082008,0.004,0.5,0.022,0.047,31,21
111121,2018082009,0.004,0.6,0.025,0.047,30,20
111121,2018082010,0.004,0.6,0.035,0.039,27,17
111121,2018082011,0.003,0.5,0.048,0.03,28,18
111121,2018082012,0.003,0.5,0.058,0.033,30,19
111121,2018082013,0.003,0.5,0.063,0.039,34,20
111121,2018082014,0.003,0.5,0.07,0.033,31,22
111121,2018082015,0.003,0.5,0.078,0.031,31,22
111121,2018082016,0.003,0.5,0.074,0.038,31,22
111121,2018082017,,,,,,
111121,2018082018,0.003,0.5,0.068,0.042,34,24
111121,2018082019,0.004,0.5,0.05,0.045,39,27
111121,2018082020,0.004,0.4,0.036,0.034,51,30
111121,2018082021,0.004,0.4,0.018,0.034,40,25
111121,2018082022,0.004,0.4,0.014,0.035,33,19
111121,2018082023,0.003,0.3,0.016,0.026,28,18
111121,2018082024,0.003,0.3,0.017,0.026,26,16
111121,2018082101,0.003,0.3,0.026,0.015,26,17
111121,2018082102,0.003,0.3,0.032,0.008,27,16
111121,2018082103,0.003,0.2,0.035,0.007,29,17
111121,2018082104,0.003,0.2,0.034,0.008,33,18
111121,2018082105,0.003,0.3,0.033,0.01,27,19
111121,2018082106,0.003,0.3,0.026,0.014,28,19
111121,2018082107,0.002,0.3,0.033,0.015,18,10
111121,2018082108,0.003,0.5,0.02,0.031,7,3
111121,2018082109,0.003,0.4,0.021,0.031,9,6
111121,2018082110,0.003,0.4,0.021,0.032,16,8
111121,2018082111,0.003,0.5,0.015,0.036,22,12
111121,2018082112,0.003,0.5,0.024,0.026,19,9
111121,2018082113,0.003,0.4,0.032,0.02,14,6
111121,2018082114,0.003,0.3,0.04,0.017,17,8
111121,2018082115,0.003,0.4,0.038,0.023,17,7
111121,2018082116,0.003,0.3,0.047,0.02,15,7
111121,2018082117,0.003,0.3,0.05,0.022,21,8
111121,2018082118,0.004,0.3,0.049,0.024,22,11
111121,2018082119,0.004,0.4,0.038,0.036,24,12
111121,2018082120,0.003,0.4,0.032,0.036,25,13
111121,2018082121,0.005,0.4,0.021,0.038,23,12
111121,2018082122,0.004,0.4,0.027,0.028,23,12
111121,2018082123,0.003,0.4,0.019,0.032,25,9
111121,2018082124,0.003,0.4,0.014,0.038,22,11
111121,2018082201,0.003,0.4,0.018,0.032,21,13
111121,2018082202,0.003,0.4,0.019,0.027,20,12
111121,2018082203,0.002,0.4,0.022,0.02,21,11
111121,2018082204,0.003,0.4,0.014,0.024,21,13
111121,2018082205,0.003,0.4,0.025,0.017,18,12
111121,2018082206,0.003,0.4,0.024,0.021,18,10
111121,2018082207,0.003,0.4,0.017,0.029,17,10
111121,2018082208,0.003,0.5,0.017,0.029,19,11
111121,2018082209,0.003,0.5,0.016,0.038,21,12
111121,2018082210,0.003,0.5,0.03,0.032,20,10
111121,2018082211,0.003,0.5,0.03,0.035,20,12
111121,2018082212,0.003,0.5,0.039,0.034,22,14
111121,2018082213,0.003,0.4,0.047,0.031,24,15
111121,2018082214,0.003,0.4,0.052,0.027,21,13
111121,2018082215,0.003,0.4,0.056,0.031,21,13
111121,2018082216,0.003,0.4,0.065,0.03,21,12
111121,2018082217,0.003,0.3,0.068,0.029,21,15
111121,2018082218,0.003,0.4,0.062,0.034,23,15
111121,2018082219,0.003,0.4,0.048,0.04,23,12
111121,2018082220,0.003,0.4,0.03,0.043,24,15
111121,2018082221,0.003,0.4,0.014,0.042,24,15
111121,2018082222,0.003,0.3,0.012,0.029,18,11
111121,2018082223,0.003,0.3,0.009,0.023,14,8
111121,2018082224,0.003,0.3,0.007,0.021,13,7
111121,2018082301,0.002,0.3,0.008,0.017,14,5
111121,2018082302,0.003,0.3,0.008,0.015,11,5
111121,2018082303,0.003,0.3,0.01,0.013,10,7
111121,2018082304,0.003,0.2,0.014,0.011,11,5
111121,2018082305,0.002,0.3,0.016,0.011,12,7
111121,2018082306,0.003,0.3,0.012,0.017,12,5
111121,2018082307,0.003,0.3,0.009,0.022,11,8
111121,2018082308,0.003,0.4,0.006,0.028,13,6
111121,2018082309,0.002,0.4,0.008,0.025,16,9
111121,2018082310,0.003,0.4,0.009,0.024,14,6
111121,2018082311,0.003,0.4,0.011,0.024,17,9
111121,2018082312,0.003,0.4,0.015,0.021,14,6
111121,2018082313,0.003,0.4,0.016,0.02,14,11
111121,2018082314,0.002,0.4,0.015,0.02,15,10
111121,2018082315,0.002,0.4,0.016,0.02,14,6
111121,2018082316,0.002,0.3,0.015,0.019,12,6
111121,2018082317,0.002,0.3,0.011,0.022,11,7
111121,2018082318,0.002,0.4,0.008,0.023,13,7
111121,2018082319,0.002,0.3,0.008,0.02,11,4
111121,2018082320,0.003,0.3,0.005,0.022,11,8
111121,2018082321,0.002,0.3,0.007,0.019,12,8
111121,2018082322,0.002,0.3,0.006,0.017,13,7
111121,2018082323,0.002,0.3,0.006,0.015,11,4
111121,2018082324,0.003,0.3,0.01,0.013,8,4
111121,2018082401,0.003,0.2,0.014,0.011,4,3
111121,2018082402,0.002,0.3,0.02,0.007,4,2
111121,2018082403,0.002,0.3,0.024,0.005,5,2
111121,2018082404,0.002,0.3,0.024,0.006,5,2
111121,2018082405,0.003,0.2,0.024,0.007,4,3
111121,2018082406,0.002,0.2,0.023,0.009,4,1
111121,2018082407,0.002,0.4,0.015,0.018,8,3
111121,2018082408,0.003,0.3,0.007,0.025,7,3
111121,2018082409,0.003,0.4,0.007,0.027,9,5
111121,2018082410,0.002,0.3,0.017,0.016,8,3
111121,2018082411,0.002,0.3,0.022,0.014,6,3
111121,2018082412,0.002,0.3,0.029,0.012,8,4
111121,2018082413,0.003,0.3,0.028,0.011,7,7
111121,2018082414,0.002,0.3,0.025,0.014,5,3
111121,2018082415,0.003,0.4,0.018,0.019,9,8
111121,2018082416,0.003,0.4,0.017,0.023,8,5
111121,2018082417,0.002,0.4,0.02,0.022,7,4
111121,2018082418,0.002,0.3,0.016,0.023,8,5
111121,2018082419,0.002,0.3,0.018,0.02,6,5
111121,2018082420,0.002,0.3,0.024,0.018,8,4
111121,2018082421,0.002,0.3,0.03,0.015,11,4
111121,2018082422,0.002,0.3,0.031,0.014,12,6
111121,2018082423,0.002,0.4,0.025,0.019,13,7
111121,2018082424,0.003,0.4,0.027,0.017,14,7
111121,2018082501,0.003,0.4,0.028,0.017,15,8
111121,2018082502,0.003,0.4,0.03,0.015,15,8
111121,2018082503,0.004,0.4,0.031,0.013,15,8
111121,2018082504,0.004,0.4,0.033,0.012,15,7
111121,2018082505,0.003,0.4,0.035,0.013,15,9
111121,2018082506,0.003,0.4,0.037,0.016,18,10
111121,2018082507,0.004,0.5,0.024,0.031,23,11
111121,2018082508,0.004,0.5,0.025,0.035,24,14
111121,2018082509,0.003,0.5,0.034,0.028,29,17
111121,2018082510,0.004,0.5,0.036,0.029,29,16
111121,2018082511,0.003,0.4,0.047,0.019,25,15
111121,2018082512,0.003,0.4,0.05,0.02,31,13
111121,2018082513,0.003,0.4,0.054,0.02,38,13
111121,2018082514,0.003,0.4,0.058,0.02,29,14
111121,2018082515,0.003,0.4,0.047,0.025,30,15
111121,2018082516,0.003,0.4,0.05,0.017,29,13
111121,2018082517,0.003,0.4,0.042,0.023,23,11
111121,2018082518,0.003,0.4,0.048,0.019,20,11
111121,2018082519,0.003,0.3,0.048,0.019,25,8
111121,2018082520,0.003,0.3,0.046,0.02,22,10
111121,2018082521,0.003,0.3,0.044,0.019,16,8
111121,2018082522,0.003,0.4,0.04,0.022,15,8
111121,2018082523,0.003,0.4,0.034,0.025,15,9
111121,2018082524,0.003,0.4,0.034,0.024,17,8
111121,2018082601,0.003,0.3,0.043,0.016,14,8
111121,2018082602,0.003,0.3,0.037,0.016,13,7
111121,2018082603,0.003,0.3,0.035,0.014,14,6
111121,2018082604,0.003,0.4,0.03,0.014,13,7
111121,2018082605,0.003,0.4,0.019,0.018,16,8
111121,2018082606,0.002,0.4,0.014,0.02,18,10
111121,2018082607,0.003,0.4,0.01,0.026,17,9
111121,2018082608,0.003,0.4,0.018,0.021,19,10
111121,2018082609,0.003,0.4,0.031,0.017,17,10
111121,2018082610,0.003,0.4,0.037,0.02,13,6
111121,2018082611,0.002,0.4,0.047,0.016,20,10
111121,2018082612,0.003,0.3,0.06,0.013,,9
111121,2018082613,0.003,0.4,0.051,0.025,26,13
111121,2018082614,0.003,0.4,0.04,0.025,27,15
111121,2018082615,0.003,0.4,0.033,0.027,26,17
111121,2018082616,0.003,0.4,0.029,0.031,20,13
111121,2018082617,0.003,0.4,0.033,0.029,21,8
111121,2018082618,0.002,0.4,0.029,0.028,28,9
111121,2018082619,0.003,0.4,0.022,0.032,18,10
111121,2018082620,0.002,0.4,0.021,0.035,17,10
111121,2018082621,0.002,0.5,0.025,0.029,18,9
111121,2018082622,0.002,0.4,0.024,0.027,18,11
111121,2018082623,0.003,0.4,0.03,0.027,18,11
111121,2018082624,0.002,0.4,0.026,0.027,15,8
111121,2018082701,0.002,0.3,0.028,0.019,12,6
111121,2018082702,0.002,0.3,0.034,0.013,15,9
111121,2018082703,0.002,0.3,0.035,0.01,,6
111121,2018082704,0.002,0.3,0.033,0.011,19,5
111121,2018082705,0.002,0.3,0.028,0.013,12,7
111121,2018082706,0.002,0.3,0.023,0.017,6,4
111121,2018082707,0.002,0.4,0.017,0.025,4,4
111121,2018082708,0.002,0.5,0.006,0.04,7,4
111121,2018082709,0.002,0.5,0.012,0.035,8,4
111121,2018082710,0.002,0.5,0.011,0.034,8,5
111121,2018082711,0.002,0.6,0.009,0.038,8,5
111121,2018082712,0.002,0.5,0.019,0.029,10,6
111121,2018082713,0.003,0.4,0.024,0.026,8,6
111121,2018082714,0.002,0.4,0.025,0.026,12,8
111121,2018082715,0.002,0.4,0.027,0.025,10,7
111121,2018082716,0.002,0.4,0.025,0.023,8,4
111121,2018082717,0.003,0.4,0.023,0.022,10,3
111121,2018082718,0.002,0.5,0.015,0.029,8,4
111121,2018082719,0.002,0.5,0.011,0.033,9,6
111121,2018082720,0.002,0.6,0.004,0.04,13,9
111121,2018082721,0.003,0.6,0.002,0.042,18,9
111121,2018082722,0.003,0.6,0.002,0.041,17,8
111121,2018082723,0.003,0.5,0.002,0.036,12,8
111121,2018082724,0.002,0.5,0.002,0.033,10,6
111121,2018082801,0.002,0.4,0.002,0.029,10,6
111121,2018082802,0.003,0.4,0.002,0.029,10,5
111121,2018082803,0.002,0.4,0.004,0.024,10,7
111121,2018082804,0.002,0.4,0.003,0.022,11,6
111121,2018082805,0.002,0.3,0.006,0.019,12,6
111121,2018082806,0.002,0.4,0.006,0.017,22,15
111121,2018082807,0.002,0.3,0.005,0.017,15,8
111121,2018082808,0.002,0.4,0.005,0.019,9,4
111121,2018082809,0.003,0.4,0.005,0.021,7,2
111121,2018082810,0.002,0.5,0.006,0.022,10,4
111121,2018082811,0.002,0.5,0.007,0.024,9,5
111121,2018082812,0.003,0.5,0.005,0.027,13,7
111121,2018082813,0.003,0.6,0.003,0.031,18,13
111121,2018082814,0.002,0.7,0.003,0.029,12,9
111121,2018082815,0.003,0.7,0.004,0.033,9,9
111121,2018082816,0.003,0.6,0.002,0.034,10,6
111121,2018082817,0.003,0.6,0.003,0.034,12,9
111121,2018082818,0.003,0.6,0.002,0.034,11,8
111121,2018082819,0.003,0.6,0.002,0.032,9,7
111121,2018082820,0.003,0.6,0.002,0.031,11,9
111121,2018082821,0.003,0.4,0.015,0.021,7,6
111121,2018082822,0.003,0.4,0.004,0.03,6,4
111121,2018082823,0.003,0.4,0.003,0.03,6,5
111121,2018082824,0.002,0.4,0.004,0.029,5,3
111121,2018082901,0.002,0.4,0.004,0.029,3,2
111121,2018082902,0.003,0.4,0.002,0.025,6,3
111121,2018082903,0.003,0.3,0.007,0.014,16,5
111121,2018082904,0.003,0.3,0.009,0.01,14,6
111121,2018082905,0.003,0.3,0.008,0.01,13,3
111121,2018082906,0.003,0.2,0.005,0.012,13,6
111121,2018082907,0.003,0.3,0.004,0.016,12,4
111121,2018082908,0.003,0.4,0.003,0.018,14,6
111121,2018082909,0.004,0.5,0.003,0.021,18,9
111121,2018082910,0.003,0.4,0.004,0.02,18,8
111121,2018082911,0.003,0.4,0.004,0.019,17,13
111121,2018082912,0.003,0.4,0.007,0.019,17,8
111121,2018082913,0.003,0.3,0.007,0.018,19,10
111121,2018082914,0.003,0.3,0.007,0.019,18,10
111121,2018082915,0.003,0.4,0.006,0.021,20,10
111121,2018082916,0.003,0.4,0.003,0.031,19,9
111121,2018082917,0.003,0.6,0.002,0.04,21,11
111121,2018082918,0.003,0.6,0.007,0.042,13,8
111121,2018082919,0.003,0.7,0.002,0.047,8,6
111121,2018082920,0.003,0.7,0.002,0.046,11,8
111121,2018082921,0.003,0.8,0.002,0.045,11,9
111121,2018082922,0.003,0.6,0.002,0.032,13,9
111121,2018082923,0.003,0.3,0.002,0.02,12,9
111121,2018082924,0.003,0.4,0.001,0.021,10,6
111121,2018083001,0.003,0.3,0.004,0.016,12,8
111121,2018083002,0.003,0.2,0.005,0.015,16,9
111121,2018083003,0.003,0.3,0.006,0.015,13,10
111121,2018083004,0.003,0.2,0.021,0.006,9,5
111121,2018083005,0.002,0.2,0.018,0.009,6,4
111121,2018083006,0.002,0.2,0.01,0.015,7,4
111121,2018083007,0.003,0.3,0.004,0.024,10,5
111121,2018083008,0.002,0.4,0.007,0.029,15,7
111121,2018083009,0.003,0.5,0.006,0.035,19,12
111121,2018083010,0.003,0.5,0.015,0.032,23,13
111121,2018083011,0.003,0.5,0.016,0.036,24,16
111121,2018083012,0.003,0.6,0.02,0.038,30,18
111121,2018083013,,,,,,
111121,2018083014,,,,,,
111121,2018083015,,,,,,
111121,2018083016,,,,,,
111121,2018083017,,,,,,
111121,2018083018,,,,,,
111121,2018083019,,,,,,
111121,2018083020,0.003,0.6,0.028,0.043,28,22
111121,2018083021,0.003,0.6,0.021,0.047,31,20
111121,2018083022,0.003,0.7,0.006,0.058,34,23
111121,2018083023,0.003,0.6,0.005,0.058,41,22
111121,2018083024,0.004,0.5,0.012,0.047,55,19
111121,2018083101,0.003,0.6,0.018,0.038,45,21
111121,2018083102,0.004,0.5,0.023,0.029,28,18
111121,2018083103,0.003,0.5,0.033,0.019,25,16
111121,2018083104,0.004,0.4,0.039,0.014,22,13
111121,2018083105,0.003,0.4,0.043,0.009,26,14
111121,2018083106,0.003,0.5,0.028,0.017,31,13
111121,2018083107,0.003,0.5,0.015,0.031,21,14
111121,2018083108,0.003,0.6,0.015,0.032,25,17
111121,2018083109,0.003,0.6,0.014,0.038,26,18
111121,2018083110,0.003,0.4,0.032,0.03,22,12
111121,2018083111,0.003,0.4,0.043,0.025,21,7
111121,2018083112,0.002,0.4,0.051,0.022,24,9
111121,2018083113,0.003,0.3,0.071,0.014,23,11
111121,2018083114,0.003,0.3,0.093,0.013,24,14
111121,2018083115,0.003,0.3,0.092,0.012,25,14
111121,2018083116,0.003,0.3,0.078,0.015,21,11
111121,2018083117,0.003,0.3,0.063,0.014,19,9
111121,2018083118,0.003,0.4,0.053,0.017,17,10
111121,2018083119,0.003,0.4,0.041,0.022,19,13
111121,2018083120,0.003,0.4,0.031,0.026,20,11
111121,2018083121,0.003,0.4,0.031,0.025,16,10
111121,2018083122,0.004,0.4,0.027,0.026,17,10
111121,2018083123,0.004,0.4,0.015,0.035,19,13
111121,2018083124,0.003,0.4,0.016,0.032,20,11
111121,2018090101,0.003,0.5,0.005,0.038,20,12
111121,2018090102,0.003,0.5,0.003,0.036,19,12
111121,2018090103,0.002,0.5,0.002,0.033,23,13
111121,2018090104,0.002,0.6,0.002,0.032,23,12
111121,2018090105,0.003,0.5,0.002,0.028,22,13
111121,2018090106,0.003,0.5,0.005,0.027,23,13
111121,2018090107,0.002,0.4,0.008,0.025,24,13
111121,2018090108,0.002,0.4,0.014,0.023,23,10
111121,2018090109,0.003,0.4,0.019,0.023,,8
111121,2018090110,0.002,0.5,0.028,0.018,,6
111121,2018090111,0.002,0.4,0.032,0.021,22,10
111121,2018090112,0.003,0.4,0.037,0.023,19,9
111121,2018090113,0.002,0.4,0.041,0.025,23,11
111121,2018090114,0.002,0.4,0.044,0.024,21,10
111121,2018090115,0.002,0.4,0.044,0.026,19,11
111121,2018090116,0.002,0.4,0.047,0.024,19,8
